TICKER,YEAR,QUARTER,AVG_QUARTER_OPEN,AVG_QUARTER_CLOSE
BRS,2011,4,5.251627825396825,5.2834335476190475
BRS,2012,1,5.864595836940837,5.882502186147186
BRS,2012,2,5.050602713450292,5.042932601086048
BRS,2012,3,4.049103166666667,4.050828121212121
BRS,2012,4,4.161418343685301,4.170655356635408
BRS,2013,1,3.9046642727272727,3.8837350757575755
BRS,2013,2,3.198966666666667,3.1989683333333336
BRS,2013,3,3.737006694271912,3.7651853899240852
BRS,2013,4,4.027827958725316,4.031516418764302
BRS,2014,1,3.945439944444445,3.9438138650793655
BRS,2014,2,3.655828845446951,3.6582252201336676
BRS,2014,3,4.528933544795784,4.549222803030304
BRS,2014,4,4.767101060259345,4.755134111365369
BRS,2015,1,4.520543803030304,4.520978166666667
BRS,2015,2,4.625903753968253,4.624495841269841
BRS,2015,3,4.325898303218521,4.318246146245059
BRS,2015,4,3.777931893939394,3.7783295606060605
BRS,2016,1,3.5440725814536336,3.5415698078529654
BRS,2016,2,4.0318385584415575,4.039680741702742
BRS,2016,3,4.653014963924964,4.664099985569986
BRS,2016,4,6.093064507936508,6.107127706349208
BRS,2017,1,8.536050914423742,8.565261788129744
BRS,2017,2,8.735338412698413,8.734359179894179
BRS,2017,3,8.10726002886003,8.085639206349208
BRS,2017,4,7.471391206045417,7.463159513556619
BRS,2018,1,7.282568047619048,7.295872031746033
BRS,2018,2,6.368141134920634,6.349242015873014
BRS,2018,3,4.807426181818181,4.789258045454545
BRS,2018,4,3.716000085251492,3.702755640238704
BRS,2019,1,3.575357494227994,3.5679733203463204
BRS,2019,2,3.321208806182122,3.317162627401838
BRS,2019,3,3.3545427398205647,3.361306542443064
BRS,2019,4,3.246804503771506,3.2513116268327824
BRS,2020,1,3.286750701298702,3.302768171717171
BRS,2020,2,2.8265929920634925,2.8075675555555555
BRS,2020,3,2.713888679026287,2.7111072360248447
BRS,2020,4,2.3012220151515153,2.2978062272727273
BRS,2021,1,2.378300748283753,2.3711648405797106
BRS,2021,2,2.5563998333333333,2.5515719365079366
BRS,2021,3,2.6725848484848487,2.674223787878788
BRS,2021,4,2.5906918412698414,2.601074825396825
BRS,2022,1,2.612917652173913,2.6245780072463774
BRS,2022,2,3.9028944611528824,3.9424085463659146
BRS,2022,3,4.663914725829726,4.6612023665223665
BRS,2022,4,4.186798666666667,4.216099142857143
BRS,2023,1,4.997977508971705,5.003851899930987
BRS,2023,2,6.66242193121693,6.676003412698413
BRS,2023,3,6.374256854256854,6.375937950937952
BRS,2023,4,6.058954203691045,6.045979722032352
BRS,2024,1,6.059152958152958,6.061921356421355
BRS,2024,2,6.14379120879121,6.147820512820513
BST,1997,2,13.843452380952382,13.843452380952382
BST,1997,3,7.736842885375495,7.736842885375495
BST,1997,4,4.928864734299516,4.928864734299516
BST,1998,1,4.3471590909090905,4.3471590909090905
BST,1998,2,3.9947587719298245,3.9947587719298245
BST,1998,3,2.893808033753686,2.893808033753686
BST,1998,4,1.7732106782106782,1.7732106782106782
BST,1999,1,1.7834782608695654,1.7834782608695654
BST,1999,2,3.1922916666666663,3.1981250000000006
BST,1999,3,2.9886363636363638,2.9905303030303028
BST,1999,4,2.93026455026455,2.9471064814814816
BST,2000,1,3.1599896480331258,3.164208074534161
BST,2000,2,3.577999338624339,3.5812334656084652
BST,2000,3,3.1425685425685423,3.1394480519480523
BST,2000,4,2.6638689526847426,2.675463279410648
BST,2001,1,2.217878787878788,2.2158143939393935
BST,2001,2,1.4910756056808687,1.4829323308270677
BST,2001,3,1.6371843434343434,1.6265993265993266
BST,2001,4,1.346752933057281,1.3436036346905913
BST,2002,1,1.2525903263403262,1.2583828671328672
BST,2002,2,1.134287878787879,1.1352408293460927
BST,2002,3,0.672,0.656625
BST,2002,4,0.1521924603174603,0.1510218253968254
BST,2003,1,0.16183333333333336,0.16238888888888892
BST,2003,2,0.1713888888888889,0.1697777777777778
BST,2003,3,0.4781706349206349,0.4857956349206349
BST,2003,4,0.6689478114478115,0.6748148148148149
BST,2004,1,0.8794871794871796,0.8945272435897437
BST,2004,2,0.8589166666666667,0.8587314814814815
BST,2004,3,1.1428195488721806,1.1480889724310777
BST,2004,4,1.9873057208994709,2.0026124338624336
BST,2005,1,1.7558779761904761,1.780059523809524
BST,2005,2,1.7919642857142855,1.8111772486772484
BST,2005,3,2.7701252723311547,2.8020911142234675
BST,2005,4,3.1092834107327145,3.133295278637771
BST,2006,1,3.82907196969697,3.879498106060606
BST,2006,2,6.888850732600733,7.013617216117216
BST,2006,3,6.657740575396825,6.78951388888889
BST,2006,4,7.118124999999999,7.244718253968254
BST,2007,1,8.72485754985755,8.748881054131054
BST,2007,2,11.270170085470085,11.578833333333336
BST,2007,3,12.366481430849852,12.69369195716564
BST,2007,4,13.312989661319072,13.420314081996436
BST,2008,1,12.989074074074075,12.996607407407408
BST,2008,2,12.556818181818182,12.588068181818182
BST,2008,3,12.054107142857143,12.454464285714286
BST,2008,4,11.515440476190477,11.57020238095238
BST,2009,1,10.363066666666667,10.290866666666666
BST,2009,2,8.8525,9.044791666666667
BST,2009,3,10.4375,10.4375
BST,2009,4,8.176805555555555,8.176805555555555
BST,2010,1,7.425833333333334,7.50875
BST,2010,2,5.407125000000001,5.413166666666666
BST,2010,3,3.1720337995338,3.186357808857809
BST,2010,4,2.951809829059829,2.952903846153846
BST,2011,1,2.379154761904762,2.3770714285714285
BST,2011,2,1.873809523809524,1.849272486772487
BST,2011,3,2.018792162698413,2.0466691468253972
BST,2011,4,2.9494791666666664,2.9608333333333334
BST,2012,1,4.006779411764707,4.027774509803922
BST,2012,2,5.575776515151515,5.568352272727272
BST,2012,3,4.874375000000001,4.874375000000001
BST,2012,4,6.5075,6.661249999999999
BST,2013,1,5.90635101010101,5.934267676767678
BST,2013,2,7.365416666666666,7.388749999999999
BST,2013,3,8.265291666666668,8.34851388888889
BST,2013,4,8.058534722222221,8.023002314814814
BST,2014,1,7.373746031746031,7.41279365079365
BST,2014,2,6.921574074074074,6.99587962962963
BST,2014,3,7.018703703703704,7.018703703703704
BST,2014,4,6.954375,6.9913541666666665
BST,2015,1,6.984791666666666,6.964583333333334
BST,2015,2,9.757533653846155,9.817910256410256
BST,2015,3,14.11149891067538,14.259238406473699
BST,2015,4,15.154954248366012,15.145660130718957
BST,2016,1,13.452512039903683,13.480746474028209
BST,2016,2,14.828574074074075,14.859611111111109
BST,2016,3,20.498215488215486,20.61051346801347
BST,2016,4,21.322510683760683,21.350089031339028
BST,2017,1,25.33002589807853,25.468402673350045
BST,2017,2,29.3754652014652,29.73530402930403
BST,2017,3,31.937850274725275,32.122609890109885
BST,2017,4,30.59637716450217,30.79617153679654
BST,2018,1,29.15740740740741,29.32936507936508
BST,2018,2,28.318888888888893,28.433333333333334
BST,2018,3,28.52909090909091,28.79292929292929
BST,2018,4,27.05333333333333,27.373333333333335
BST,2019,1,24.555555555555554,25.144444444444446
BST,2019,2,22.793333333333333,22.961666666666662
BST,2019,3,21.755238095238095,21.926666666666666
BST,2019,4,23.05079365079365,23.177777777777777
BST,2020,1,21.888888888888886,22.166666666666668
BST,2020,2,18.14949494949495,18.15252525252525
BST,2020,3,17.386060606060607,17.756969696969698
BST,2020,4,16.511296296296294,16.662407407407407
BST,2021,1,18.866851851851848,19.105092592592595
BST,2021,2,23.51784188034188,23.875641025641027
BST,2021,3,27.970707070707075,28.00656565656566
BST,2021,4,25.578181818181818,25.831515151515152
BST,2022,1,23.147319347319343,23.402097902097903
BST,2022,2,21.677777777777777,21.793333333333333
BST,2022,3,19.755238095238095,19.807619047619045
BST,2022,4,19.530833333333334,19.7625
BST,2023,1,21.253846153846155,21.501709401709405
BST,2023,2,20.224999999999998,20.31222222222222
BST,2023,3,20.830740740740737,20.937037037037033
BST,2023,4,20.03537037037037,20.105
BST,2024,1,22.29111111111111,22.502745098039217
BST,2024,2,20.403030303030302,20.395959595959596
CAP,2017,3,21.682518037518037,21.65205627705628
CAP,2017,4,23.55874458874459,23.31141945773525
CAP,2018,1,15.571873015873017,15.335571428571427
CAP,2018,2,5.846000000000001,5.514
CAP,2023,4,0.563525974025974,0.5632878787878789
CAP,2024,1,0.6353654401154402,0.6370526695526695
CAP,2024,2,0.5830732600732601,0.5796373626373625
CAR,2004,2,22.679804761904762,22.820875595238093
CAR,2004,3,31.13291666666667,31.231331818181815
CAR,2004,4,35.51394858178053,35.4987729468599
CAR,2005,1,36.37960865079365,36.3661788095238
CAR,2005,2,30.522833333333335,30.596111764705878
CAR,2005,3,26.799315538847125,26.78213662489557
CAR,2005,4,22.8577676984127,22.92184531746032
CAR,2006,1,25.492411363636364,25.557075757575756
CAR,2006,2,24.60126854775828,24.55840582846004
CAR,2006,3,28.232837017543858,28.46952265550239
CAR,2006,4,38.43418605225183,38.65756536416799
CAR,2007,1,47.45222138047138,47.65241481481481
CAR,2007,2,92.02638993316623,92.44101737677528
CAR,2007,3,133.67082727272728,133.36812575757577
CAR,2007,4,118.42566645150812,118.93933678398895
CAR,2008,1,106.48067791068581,106.5006408293461
CAR,2008,2,105.8972325738589,105.73749109895952
CAR,2008,3,53.77014773386034,53.205718768115936
CAR,2008,4,29.674559824561403,29.189966113653696
CAR,2009,1,22.794874545454547,22.513736969696968
CAR,2009,2,45.430839999999996,45.70337928571428
CAR,2009,3,66.34587858711338,66.36090573122529
CAR,2009,4,72.85367564213566,72.91589421356421
CAR,2010,1,74.79242768115942,75.0136493630816
CAR,2010,2,66.73744484126986,66.62682468253969
CAR,2010,3,69.85167878787878,69.90022424242424
CAR,2010,4,67.80556681818182,68.11169848484847
CAR,2011,1,72.09622075757575,72.53559863636364
CAR,2011,2,84.9832940149393,85.4631796031746
CAR,2011,3,77.73828405483407,78.43959956709956
CAR,2011,4,79.86315649122808,80.5317650877193
CAR,2012,1,85.72676893217893,86.13129565656565
CAR,2012,2,95.70296422305766,96.0971652130326
CAR,2012,3,92.32734761904761,92.09602858535227
CAR,2012,4,85.63357919863597,85.69005049730038
CAR,2013,1,92.45360519936203,92.71736543062201
CAR,2013,2,106.77753666666666,107.30868500000001
CAR,2013,3,148.763939268461,149.40685645272603
CAR,2013,4,186.98830710229683,187.31244986863294
CAR,2014,1,192.88773968253972,192.87567936507935
CAR,2014,2,182.39968015873015,182.5941
CAR,2014,3,178.52059123847167,179.67870026350462
CAR,2014,4,202.8156109839817,203.42579557589625
CAR,2015,1,212.41012727272724,212.25547878787881
CAR,2015,2,234.36068095238093,233.04679841269842
CAR,2015,3,228.62311117385033,229.02965411882806
CAR,2015,4,238.29312878787883,238.61618484848486
CAR,2016,1,226.88416541353385,226.5453901420217
CAR,2016,2,243.05506103896104,244.32256515151514
CAR,2016,3,276.1991601731602,276.68930952380947
CAR,2016,4,264.631807936508,264.04606587301583
CAR,2017,1,301.16640503795725,300.6831891649413
CAR,2017,2,308.1659391534392,307.40555291005296
CAR,2017,3,283.1636277056277,282.33964069264067
CAR,2017,4,280.29852069567863,280.96927956254274
CAR,2018,1,278.58522857142856,278.4623277777778
CAR,2018,2,250.66349523809527,250.22688492063494
CAR,2018,3,261.2927681818182,259.95841969696966
CAR,2018,4,224.33449484228478,222.42009450127878
CAR,2019,1,212.69532655122657,212.25046695526692
CAR,2019,2,203.91051720969085,203.34468408521298
CAR,2019,3,200.41747550034506,200.28355210489994
CAR,2019,4,192.9881667514196,192.7639569878803
CAR,2020,1,204.3057028138528,203.54198665223666
CAR,2020,2,182.9971531746032,183.5888738095238
CAR,2020,3,227.8885817805383,227.43149949808648
CAR,2020,4,228.71632575757576,228.4131606060606
CAR,2021,1,288.5243394355454,289.35622753623187
CAR,2021,2,342.871557936508,342.646426984127
CAR,2021,3,412.7719242424243,412.86228787878787
CAR,2021,4,445.3758452380953,444.77605476190473
CAR,2022,1,439.99196666666666,440.05607318840583
CAR,2022,2,409.93869005847955,408.78174185463655
CAR,2022,3,382.5485937950937,380.77972799422804
CAR,2022,4,415.0302793650794,416.12576984126986
CAR,2023,1,496.30252342995163,496.1627017943409
CAR,2023,2,527.8351005291005,527.8183465608466
CAR,2023,3,590.0021645021644,589.3253968253968
CAR,2023,4,581.1319207108681,579.8717247664616
CAR,2024,1,558.8723665223665,557.8090187590187
CAR,2024,2,543.6575091575091,541.9432234432235
CAV,2021,3,24.21818181818182,24.274924242424245
CAV,2021,4,23.786150793650794,23.896805555555556
CAV,2022,1,22.346900839054154,22.494202135774216
CAV,2022,2,21.138165348010553,21.46187220502236
CAV,2022,3,21.043744588744588,21.174696969696967
CAV,2022,4,19.966487050960733,20.094590643274852
CAV,2023,1,19.757182539682535,19.778293650793646
CAV,2023,2,17.76878306878307,17.74973544973545
CAV,2023,3,18.599391534391533,18.617791005291004
CAV,2023,4,17.022499999999997,17.060185185185187
CAV,2024,1,15.93174603174603,15.948888888888888
CAV,2024,2,15.384249084249085,15.374725274725275
CBF,2017,4,21.2589,17.3988
CBF,2018,1,18.073576587301588,18.095267301587302
CBF,2018,2,18.61284253968254,18.489587539682542
CBF,2018,3,17.325628636363636,17.266613484848488
CBF,2018,4,15.375217246376813,15.186195498721231
CBF,2019,1,15.92140350649351,15.937899862914863
CBF,2019,2,18.1250983625731,18.09817023809524
CBF,2019,3,18.92647984817115,18.91465424430642
CBF,2019,4,19.656721616238666,19.69841763708789
CBF,2020,1,23.253686370851373,23.257787712842713
CBF,2020,2,26.757555317460316,26.673719206349208
CBF,2020,3,30.360047248886378,30.27369980864546
CBF,2020,4,30.88729287878788,30.852065757575758
CBF,2021,1,39.59583558733791,39.72565445461479
CBF,2021,2,52.48652706349207,52.3141942857143
CBF,2021,3,50.767398484848485,50.64533636363635
CBF,2021,4,50.0910953968254,49.92850936507937
CBF,2022,1,44.84281782608696,44.80064427536232
CBF,2022,2,40.44139548872181,40.03690492898914
CBF,2022,3,37.97637965367965,37.72703405483406
CBF,2022,4,39.12571182539683,39.077820396825395
CBF,2023,1,48.34254169082126,48.28572760869565
CBF,2023,2,61.083909523809524,61.2451111111111
CBF,2023,3,76.9111520923521,76.7000075036075
CBF,2023,4,83.12909546593757,83.3011771853877
CBF,2024,1,97.99235209235208,97.73968975468976
CBF,2024,2,116.24633699633699,116.83608058608058
CCC,2004,4,7.586040909090908,7.591063636363639
CCC,2005,1,8.007768412698415,8.083916984126985
CCC,2005,2,11.286245454545456,11.299442424242423
CCC,2005,3,15.778159451659453,15.843078643578643
CCC,2005,4,21.29976349206349,21.330657142857138
CCC,2006,1,30.147341106719367,30.22122312252964
CCC,2006,2,33.44853439153439,33.538193121693126
CCC,2006,3,37.48930663780664,37.50426623376624
CCC,2006,4,38.74946836788942,38.752377838535736
CCC,2007,1,40.360068181818185,40.66405303030302
CCC,2007,2,61.028646950710105,61.27270054302423
CCC,2007,3,56.47753787878789,56.37547575757575
CCC,2007,4,48.230211870255346,47.67319705273414
CCC,2008,1,36.016843434343436,36.13344083694084
CCC,2008,2,36.699252344877344,36.823709956709955
CCC,2008,3,33.82152312599681,33.69248006379585
CCC,2008,4,33.31720518688025,33.19223340961099
CCC,2009,1,29.60716307814992,29.38271690590112
CCC,2009,2,29.882919047619044,29.980040476190478
CCC,2009,3,36.787405922579836,36.89037119643641
CCC,2009,4,38.23711341991341,38.324283405483406
CCC,2010,1,45.27015186880244,45.407085392829906
CCC,2010,2,47.57078333333333,47.776038596491226
CCC,2010,3,46.97483333333333,47.06328787878787
CCC,2010,4,54.217299567099566,54.2754158008658
CCC,2011,1,53.126812318840585,53.08596304347827
CCC,2011,2,50.887744402673356,51.05224210526317
CCC,2011,3,41.40647041847043,41.13454906204906
CCC,2011,4,39.21363333333333,39.350229365079365
CCC,2012,1,47.4102481962482,47.28862337662338
CCC,2012,2,50.292058855472,50.250444068504585
CCC,2012,3,51.0941409090909,50.980971212121204
CCC,2012,4,59.09411484593837,59.23089729225023
CCC,2013,1,67.32367878787878,67.12001363636364
CCC,2013,2,71.4726,71.58818333333333
CCC,2013,3,90.97650655624568,91.00961697722568
CCC,2013,4,115.02687685397068,114.55623273158744
CCC,2014,1,114.50969841269843,114.48214285714285
CCC,2014,2,113.41308730158728,112.87460317460318
CCC,2014,3,109.89209123847168,110.08887042160738
CCC,2014,4,131.46637681159424,131.39372997711672
CCC,2015,1,153.5140303030303,154.04936363636364
CCC,2015,2,172.73153174603178,172.59631746031747
CCC,2015,3,169.61011544011544,169.28700890896542
CCC,2015,4,149.6655303030303,148.91315151515153
CCC,2016,1,129.8615956558062,130.14937343358397
CCC,2016,2,159.16714935064934,159.94037445887443
CCC,2016,3,173.03341991341992,173.53734487734485
CCC,2016,4,187.12860317460317,187.9079920634921
CCC,2017,1,214.1040835058661,214.79594858523123
CCC,2017,2,217.5262433862434,217.08079365079365
CCC,2017,3,250.15896825396825,250.73107503607503
CCC,2017,4,263.9801465785676,263.4707408673199
CCC,2018,1,268.24140476190473,266.998626984127
CCC,2018,2,251.70823015873012,251.64076984126982
CCC,2018,3,210.93954545454542,210.994
CCC,2018,4,197.70536231884057,197.12446291560104
CCC,2019,1,187.64478427128427,187.78493001443
CCC,2019,2,186.0784010025063,185.02659649122805
CCC,2019,3,140.55953071083502,139.55043478260873
CCC,2019,4,116.75912789219426,116.11992541740825
CCC,2020,1,80.25582611832614,79.1774531024531
CCC,2020,2,49.76534920634921,49.658793650793655
CCC,2020,3,56.77687056904448,56.53684578706318
CCC,2020,4,57.36189393939393,58.05401515151515
CCC,2021,1,91.22428222730741,91.22541647597255
CCC,2021,2,111.32637301587302,111.37829365079365
CCC,2021,3,120.8628787878788,120.91212121212119
CCC,2021,4,113.03280952380953,112.61001587301587
CCC,2022,1,71.02752898550725,70.07760869565216
CCC,2022,2,49.65804511278196,49.265054302422726
CCC,2022,3,41.13251803751803,40.89489898989899
CCC,2022,4,37.95856349206349,38.00057936507937
CCC,2023,1,38.93700517598344,38.751622843340236
CCC,2023,2,44.68629629629629,44.68071428571429
CCC,2023,3,45.2161544011544,45.07966089466089
CCC,2023,4,48.40056239082554,48.576554644186224
CCC,2024,1,65.45868975468976,65.58968686868687
CCC,2024,2,96.76895604395605,98.62646520146521
CCE,1999,4,9.933750000000003,9.50375
CCE,2000,1,11.195997239475501,11.178364389233955
CCE,2000,2,9.917592592592593,9.798862433862434
CCE,2000,3,8.51950710108605,8.461278195488724
CCE,2000,4,6.803488756613757,6.789500661375661
CCE,2001,1,2.94281798245614,2.9223684210526315
CCE,2001,2,1.833150183150183,1.8221733821733823
CCE,2001,3,0.983578431372549,1.0091503267973856
CCE,2001,4,0.7666583416583417,0.7991175491175492
CCE,2002,1,1.5198677248677248,1.5408994708994708
CCE,2002,2,1.346192696192696,1.3778943278943279
CCE,2002,3,0.8027777777777777,0.8277777777777778
CCE,2002,4,0.8718749999999998,0.8969907407407408
CCE,2003,1,1.4464285714285712,1.4720899470899471
CCE,2003,2,2.3287037037037037,2.3871527777777777
CCE,2003,3,2.799206349206349,2.8219576719576716
CCE,2003,4,2.3339810924369746,2.403886554621849
CCE,2004,1,2.7660416666666667,2.789583333333333
CCE,2004,2,3.4531944444444442,3.5390972222222223
CCE,2004,3,3.902777777777778,4.0062500000000005
CCE,2004,4,2.6502777777777777,2.6613888888888884
CCE,2005,1,2.8208754208754208,2.9350589225589228
CCE,2005,2,2.463227513227513,2.5092871066555276
CCE,2005,3,1.7055555555555555,1.643888888888889
CCE,2005,4,1.4250854700854703,1.4262820512820513
CCE,2006,1,2.317307692307692,2.317399267399267
CCE,2006,2,2.2464285714285714,2.3178571428571426
CCE,2006,3,2.134722222222222,2.1888888888888887
CCE,2006,4,7.977592592592593,8.147592592592593
CCE,2007,1,14.22439393939394,14.31310606060606
CCE,2007,2,27.61291771094402,27.356664578111946
CCE,2007,3,17.524545454545454,17.289848484848488
CCE,2007,4,14.841208947347054,14.848851134656762
CCE,2008,1,11.582281461228831,11.542986253512568
CCE,2008,2,8.97041847041847,8.921113389534442
CCE,2008,3,4.78531655225019,4.824586829392321
CCE,2008,4,2.7861117467581997,2.7747234935163996
CCE,2009,1,1.8610606060606063,1.8603787878787879
CCE,2009,2,2.7509523809523806,2.7613492063492058
CCE,2009,3,3.004857582031495,3.0055367337976038
CCE,2009,4,2.5439105339105343,2.5601190476190476
CCE,2010,1,2.507091914569031,2.5287833714721586
CCE,2010,2,3.548373015873016,3.5803174603174597
CCE,2010,3,7.961363636363637,7.920454545454546
CCE,2010,4,5.535411255411256,5.464725829725829
CCE,2011,1,4.145362318840579,4.147753623188405
CCE,2011,2,2.972138680033416,2.9602339181286546
CCE,2011,3,1.6400072150072151,1.6462842712842711
CCE,2011,4,1.4998809523809522,1.503531746031746
CCE,2012,1,1.4825036075036075,1.4854978354978357
CCE,2012,2,1.1725,1.1802631578947371
CCE,2012,3,1.0257480823270297,1.0442982456140353
CCE,2012,4,1.0692762249827468,1.0877631124913734
CCE,2013,1,1.0304721362229103,1.0518369453044378
CCE,2013,2,0.9167658730158729,0.9316964285714285
CCE,2013,3,0.7445767195767194,0.7506613756613755
CCE,2013,4,0.6252516103059582,0.6264039855072463
CCE,2014,1,0.6878508771929823,0.6961842105263156
CCE,2014,2,0.41171023965141607,0.4080610021786491
CCE,2014,3,0.31649122807017543,0.3202339181286549
CCE,2014,4,0.32976430976430965,0.32976430976430965
CCE,2015,1,0.32020833333333326,0.32187499999999997
CCE,2015,2,0.3016666666666666,0.302986111111111
CCE,2015,3,0.30040404040404034,0.2977777777777777
CCE,2015,4,0.3402777777777777,0.3417307692307692
CCE,2020,4,0.25749999999999995,0.25749999999999995
CCE,2021,1,0.40691666666666665,0.40691666666666665
CCE,2021,2,0.8663690476190476,0.870376984126984
CCE,2021,3,1.2925757575757577,1.2975757575757576
CCE,2021,4,1.2047301587301587,1.204515873015873
CCE,2022,1,0.8860000000000001,0.89675
CCE,2022,2,0.7439656565656566,0.7607569023569023
CCE,2022,3,0.5675625,0.5704884259259259
CCE,2022,4,0.42945424836601304,0.4308262527233115
CCE,2023,1,0.42603487253487254,0.4282645502645503
CCE,2023,2,0.3693944444444445,0.37442222222222227
CCE,2023,3,0.39922303622303623,0.40197802197802196
CCE,2023,4,0.3591203703703704,0.36483796296296295
CCE,2024,1,0.3473916666666667,0.34978611111111113
CCE,2024,2,0.38260416666666663,0.38916666666666666
CDL,2014,4,12.398339035087718,12.494953070175436
CDL,2015,1,12.059739206349205,12.039274523809524
CDL,2015,2,12.198628174603174,12.168916746031746
CDL,2015,3,11.793360658761529,11.778390737812913
CDL,2015,4,15.032196212121212,15.083530454545455
CDL,2016,1,16.12485939849624,16.12457251461988
CDL,2016,2,22.310278528138525,22.355763463203463
CDL,2016,3,24.48846341991342,24.424665873015872
CDL,2016,4,22.345361269841273,22.10267507936508
CDL,2017,1,19.758675845410625,19.758277850241544
CDL,2017,2,24.922661375661374,24.937214285714287
CDL,2017,3,22.7438538961039,22.60546190476191
CDL,2017,4,21.658766233766233,21.544745310245315
CDL,2018,1,23.82405031746032,23.838884603174606
CDL,2018,2,23.49565476190476,23.35680126984127
CDL,2018,3,19.538558636363643,19.325055303030304
CDL,2018,4,19.96660302216539,19.87986396845695
CDL,2019,1,22.452413845598844,22.387217582972585
CDL,2019,2,22.190122192982457,22.064411315789474
CDL,2019,3,18.791393167701866,18.451916494133886
CDL,2019,4,17.030274002034073,16.976967378591404
CDL,2020,1,15.32995357142857,15.140476991341993
CDL,2020,2,11.714320476190474,11.608630666666668
CDL,2020,3,10.88538482746722,10.825372111173849
CDL,2020,4,12.589122575757576,12.636923636363635
CDL,2021,1,15.72194540427155,15.667188817696413
CDL,2021,2,18.501928571428568,18.43328666666666
CDL,2021,3,19.649185497835497,19.561060317460317
CDL,2021,4,24.57273896825397,24.55926436507936
CDL,2022,1,24.698994710144927,24.724165072463766
CDL,2022,2,21.715801587301588,21.471234837092727
CDL,2022,3,17.322907647907652,17.257756132756132
CDL,2022,4,17.576666666666664,17.52
CDL,2023,1,18.229435817805385,18.168566252587997
CDL,2023,2,19.575793650793653,19.40026455026455
CDL,2023,3,17.063780663780665,16.994949494949495
CDL,2023,4,14.035121895648212,13.775829725829729
CDL,2024,1,12.458924963924964,12.228982683982684
CDL,2024,2,13.561904761904763,13.481318681318683
CDR,1994,3,7.7015770588235295,7.7015770588235295
CDR,1994,4,5.421569833333334,5.421569833333334
CDR,1995,1,4.956145980895916,4.956145980895916
CDR,1995,2,6.4391124644945705,6.4391124644945705
CDR,1995,3,5.963530476190477,5.963530476190477
CDR,1995,4,5.436887911445279,5.436887911445279
CDR,1996,1,5.603470057720057,5.603470057720057
CDR,1996,2,6.491232471595656,6.491232471595656
CDR,1996,3,6.954030993788819,6.954030993788819
CDR,1996,4,7.965462845156369,7.965462845156369
CDR,1997,1,18.42440476076555,18.459344059011162
CDR,1997,2,20.591232957393483,20.494176027189184
CDR,1997,3,20.988017496706192,21.084979716732544
CDR,1997,4,19.316166384863124,19.32512996779388
CDR,1998,1,18.27548833333334,18.257798181818178
CDR,1998,2,14.683909736842105,14.750532543859649
CDR,1998,3,10.306384385155908,10.270096945542381
CDR,1998,4,7.212971856421356,7.179415805194805
CDR,1999,1,7.365212782608695,7.374092043478259
CDR,1999,2,9.0605715,9.08009
CDR,1999,3,9.819823636363637,9.811162575757576
CDR,1999,4,11.236813901420215,11.330926211361737
CDR,2000,1,40.536307039337466,41.202030365769495
CDR,2000,2,37.24830097883597,37.05675955026456
CDR,2000,3,34.287482539682536,34.11329639249639
CDR,2000,4,25.35342380192907,25.26785554036607
CDR,2001,1,17.65236803030303,17.43690681818182
CDR,2001,2,9.734328250208854,9.724264794903926
CDR,2001,3,9.376182196969697,9.366588803030304
CDR,2001,4,9.773634306418222,9.720702147458018
CDR,2002,1,5.903736907407406,5.777186055555556
CDR,2002,2,2.9171731349206347,2.8897876984126984
CDR,2002,3,2.7110538785369216,2.7034904347826085
CDR,2002,4,2.4966437986270025,2.4869297864225786
CDR,2003,1,2.640461887445887,2.6420010548340547
CDR,2003,2,3.1740038730158724,3.170608238095238
CDR,2003,3,3.357114244400527,3.334158036890646
CDR,2003,4,3.0623836407322655,3.04868699542334
CDR,2004,1,4.065570242581091,4.067299539682541
CDR,2004,2,4.437398341269841,4.411030087301587
CDR,2004,3,3.8931084848484847,3.885594090909091
CDR,2004,4,3.685203244651484,3.6690886863354035
CDR,2005,1,3.356408928571429,3.34465
CDR,2005,2,2.8743161363636367,2.8694021666666667
CDR,2005,3,2.778686341991342,2.7736380447330444
CDR,2005,4,2.725599666666667,2.7265543888888892
CDR,2006,1,3.0086240586297754,3.0167156930171277
CDR,2006,2,3.0833828835978836,3.07398
CDR,2006,3,2.3788880714285714,2.3662581785714285
CDR,2006,4,2.0480833416875526,2.06123305764411
CDR,2007,1,1.7186905454545454,1.7174173484848485
CDR,2007,2,2.0189906608187136,2.0258429573934835
CDR,2007,3,3.82628853030303,3.8140946060606065
CDR,2007,4,3.577059820971867,3.5571895294929567
CDR,2008,1,2.3566218067897013,2.336557713602187
CDR,2008,2,2.0567312588288904,2.0468397664616083
CDR,2008,3,1.2250141857707508,1.2233897964426876
CDR,2008,4,0.8723847578947369,0.8697866629672006
CDR,2009,1,0.8936980318181819,0.8873446545454547
CDR,2009,2,1.1790791365079365,1.1785847476190476
CDR,2009,3,1.3733888788506183,1.3777063303845913
CDR,2009,4,1.3695309422799422,1.3639068167388164
CDR,2010,1,1.2084188043478263,1.2063941231884057
CDR,2010,2,1.181576984126984,1.1857921666666666
CDR,2010,3,2.0364204545454543,2.0489259090909084
CDR,2010,4,2.606486452380952,2.6027318001442996
CDR,2011,1,5.359693623188406,5.409590789855073
CDR,2011,2,7.987496574770259,7.973141712614871
CDR,2011,3,5.1085921645021655,5.063699256854257
CDR,2011,4,4.608972698412699,4.622335682539682
CDR,2012,1,5.523647287157288,5.530054834054833
